TimeStamp;Station.Number;Discrete.Chlorophyll;Salinity;Temperature
1995;31;;8.96;16.12
1995;31;;13.72;13.21
1995;31;;8.86;16.18
1995;31;;8.68;16.25
1995;31;;13.91;13.27
1995;31;;13.48;13.13
1995;31;;18.85;10.95
1995;31;;12.32;12.72
1995;31;;15.17;13.9
1995;31;;15.25;13.89
1995;31;;15.35;13.84
1995;31;;15.42;13.82
1995;31;;15.52;13.79
1995;31;;15.53;13.79
1995;31;;15.54;13.79
1995;31;;15.08;13.98
1995;31;;15.54;13.78
1995;31;;15.55;13.78
1995;31;;15.55;13.77
1995;31;;15.56;13.77
1995;31;39.7;10.45;14.26
1995;31;;18.69;14.02
1995;31;;18.59;14.03
1995;31;;18.5;14.03
1995;31;;15.55;13.78
1995;31;;10.47;14.28
1995;31;;10.47;14.28
1995;31;;10.48;14.31
1995;31;;10.48;14.32
1995;31;;15.47;16.16
1995;31;;15.47;16.08
1995;31;;15.44;15.9
1995;31;;15.52;15.77
1995;31;;15.58;15.72
1995;31;;15.62;15.71
1995;31;;15.65;15.7
1995;31;;15.68;15.68
1995;31;;15.75;15.65
1995;31;;15.81;15.63
1995;31;;15.88;15.59
1995;31;;15.91;15.58
1995;31;;15.91;15.58
1995;31;;15.91;15.57
1995;31;;15.91;15.58
1995;31;;10.47;14.31
1995;31;;18.39;14.02
1995;31;32.8;18.01;14
1995;31;;17.51;14
1995;31;;18.77;14.01
1995;31;;18.86;10.95
1995;31;;8.53;16.28
1995;31;;18.87;10.93
1995;31;;18.92;10.92
1995;31;;18.94;10.91
1995;31;;18.94;10.91
1995;31;;18.94;10.91
1995;31;;18.96;10.91
1995;31;;18.96;10.91
1995;31;;18.96;10.91
1995;31;;18.97;10.91
1995;31;;18.98;10.91
1995;31;;18.98;10.91
1995;31;;8.72;16.24
1995;31;;8.78;16.22
1995;31;;10.72;12.37
1995;31;31;11.15;12.47
1995;31;;16.95;14.13
1995;31;;13.24;13.04
1995;31;;15.12;14.99
1995;31;;15.47;14.64
1995;31;;18.93;14.03
1995;31;;19.07;14.05
1995;31;;19.13;14.06
1995;31;;19.18;14.06
1995;31;;19.29;14.08
1995;31;;19.35;14.09
1995;31;;15.63;14.64
1995;31;;15.61;14.62
1995;31;;15.61;14.61
1995;31;;15.6;14.61
1995;31;;15.57;14.59
1995;31;;15.56;14.6
1995;31;;15.55;14.63
1995;31;;15.53;14.63
1995;31;;15.51;14.64
1995;31;;15.49;14.63
1995;31;;15.48;14.63
1995;31;;15.32;14.79
1995;31;12;8.29;16.32
1995;31;;10.47;14.29
1995;31;;16.2;12.76
1995;31;;13.99;13.17
1995;31;;13.98;13.17
1995;31;;13.98;13.17
1995;31;;13.99;13.16
1995;31;;11.06;15.31
1995;31;;11.12;15.26
1995;31;;11.39;15.26
1995;31;;11.64;15.02
1995;31;;16.2;12.75
1995;31;;16.2;12.75
1995;31;;16.2;12.76
1995;31;;16.2;12.75
1995;31;;16.2;12.75
1995;31;;16.2;12.76
1995;31;;16.2;12.76
1995;31;;17.71;13.92
1995;31;;16.2;12.76
1995;31;;18.55;13.94
1995;31;;18.4;13.96
1995;31;;9.61;15.37
1995;31;37.2;10.04;15.38
1995;31;;18.25;13.98
1995;31;;18.06;13.99
1995;31;;10.06;15.13
1995;31;;10.22;14.73
1995;31;;10.22;14.64
1995;31;;10.44;14.34
1995;31;;11.79;14.95
1995;31;;12.35;14.92
1995;31;;13.99;13.19
1995;31;;14.04;14.79
1995;31;;16.2;12.75
1995;31;;16.11;12.7
1995;31;;17.7;13.92
1995;31;;17.7;13.92
1995;31;;17.67;13.93
1995;31;;17.66;13.93
1995;31;;17.65;13.94
1995;31;;17.64;13.94
1995;31;;17.58;13.95
1995;31;;17.49;13.97
1995;31;;17.38;14
1995;31;;17.23;14.04
1995;31;;13.99;13.21
1995;31;;14;13.2
1995;31;;14;13.2
1995;31;;17.71;13.92
1995;31;;17.71;13.92
1995;31;;17.7;13.92
1995;31;;13.98;13.22
1995;31;;13.82;13.25
1995;31;;13.55;13.47
1995;31;;13.52;13.53
1995;31;;13.51;13.58
1995;31;;14.06;13.31
1995;31;;14.13;13.33
1995;31;;14.19;13.36
1995;31;;8.16;16.31
1995;31;;15.92;13.09
1995;31;;16;12.76
1995;31;;16.07;12.69
1995;31;;16.11;12.7
1995;31;;16.17;12.73
1995;31;;17.84;14.04
1995;31;;17.71;13.92
1995;31;;17.25;14.07
1995;31;;15.94;16.4
1995;31;;15.91;16.44
1995;31;;15.84;16.54
1995;31;;15.79;16.6
1995;31;;15.75;16.66
1995;31;;15.75;16.67
1995;31;1.1;15.74;16.69
1995;31;;17.49;14.06
1995;31;;10.48;14.32
1995;31;25.9;17.89;13.74
1995;31;;17.88;13.74
1995;31;;17.86;13.75
1995;31;;17.75;13.75
1995;31;;17.68;13.75
1995;31;;17.43;13.74
1995;31;;15.94;16.41
1995;31;;17.3;13.72
1995;31;;15.95;16.4
1995;31;;15.98;16.38
1995;31;0.7;17.19;16.25
1995;31;;17.19;16.25
1995;31;;17.19;16.25
1995;31;;17.19;16.25
1995;31;;17.19;16.25
1995;31;;17.18;16.27
1995;31;;17.17;16.3
1995;31;;17.1;16.37
1995;31;;17.03;16.35
1995;31;;16.95;16.35
1995;31;;16.84;16.34
1995;31;;16.6;16.35
1995;31;2;16.33;16.37
1995;31;;16.18;16.4
1995;31;;15.98;16.38
1995;31;;15.97;16.38
1995;31;;17.26;13.72
1995;31;;15.73;16.72
1995;31;;17.25;13.71
1995;31;;17.01;13.62
1995;31;;17.2;13.69
1995;31;;17.13;13.67
1995;31;38.3;17.03;13.62
1995;31;;13.61;14.84
1995;31;;13.74;14.8
1995;31;;9.64;15.69
1995;31;;15.39;14.4
1995;31;;17.05;14.09
1995;31;;18.51;14.23
1995;31;;18.42;14.24
1995;31;;18.1;14.27
1995;31;;17.72;14.32
1995;31;;17.37;14.37
1995;31;;15.99;14.54
1995;31;;16.52;14.18
1995;32;1.6;23.5;22.53
1995;32;6.7;17.93;13.99
1995;32;;16.02;14.27
1995;32;;12.6;15.09
1995;32;;17.75;14.02
1995;32;;17.57;14.04
1995;32;;17.23;14.07
1995;32;;17.01;14.09
1995;32;;15.68;12.84
1995;32;6.8;9.51;15.77
1995;32;;8.45;16.06
1995;32;;14.98;14.49
1995;32;;10.24;14.29
1995;32;;15.79;12.77
1995;32;;15.88;12.78
1995;32;;10.24;14.29
1995;32;;10.24;14.29
1995;32;;10.21;14.3
1995;32;;10.2;14.3
1995;32;;10.18;14.31
1995;32;;10.17;14.32
1995;32;;10.17;14.32
1995;32;48;10.24;14.3
1995;32;;10.16;14.33
1995;32;;10.15;14.33
1995;32;;10.15;14.34
1995;32;;10.15;14.35
1995;32;43.8;10.1;14.42
1995;32;;9.91;14.85
1995;32;11.7;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.9;12.78
1995;32;;15.91;12.78
1995;32;;15.91;12.78
1995;32;;15.9;12.78
1995;32;10.2;15.73;12.77
1995;32;1.9;25.37;21.39
1995;32;;22.03;11.12
1995;32;;15.22;14.65
1995;32;;21.3;22.1
1995;32;;21.22;22.1
1995;32;1.7;21.17;22.06
1995;32;;21.16;22.03
1995;32;10.9;7.95;16.43
1995;32;;7.87;16.44
1995;32;;25.09;21.45
1995;32;;25.08;21.46
1995;32;;25.04;21.47
1995;32;;21.4;22.1
1995;32;50.9;13.79;13.27
1995;32;24.4;13.79;13.08
1995;32;;13.82;13.09
1995;32;;13.82;13.11
1995;32;;13.7;13.14
1995;32;;13.63;13.14
1995;32;;13.52;13.15
1995;32;;13.42;13.15
1995;32;;24.97;21.48
1995;32;3.3;24.87;21.5
1995;32;;13.68;13.23
1995;32;;24.74;21.48
1995;32;;21.5;22.08
1995;32;;21.68;22.02
1995;32;;25.37;21.39
1995;32;14;8.36;16.34
1995;32;;8.36;16.35
1995;32;;8.33;16.36
1995;32;;8.31;16.36
1995;32;;25.37;21.39
1995;32;;8.29;16.37
1995;32;;25.28;21.39
1995;32;;25.1;21.44
1995;32;;21.57;22.05
1995;32;;21.75;22
1995;32;;21.73;22
1995;32;;21.73;22
1995;32;;21.72;22
1995;32;;8.27;16.37
1995;32;;8.25;16.37
1995;32;;8.18;16.38
1995;32;;8.04;16.4
1995;32;;8.02;16.41
1995;32;;8.01;16.42
1995;32;;21.74;22
1995;32;;14.44;15.11
1995;32;11.3;14.53;14.94
1995;32;;14.68;14.9
1995;32;;23.34;22.48
1995;32;;23.37;22.49
1995;32;2.4;22.06;11.12
1995;32;;22.05;11.13
1995;32;;22;11.12
1995;32;;21.95;11.15
1995;32;;21.86;11.11
1995;32;;21.8;11.05
1995;32;;21.78;11.03
1995;32;;23.29;22.46
1995;32;;21.73;11.05
1995;32;2.3;21.28;10.96
1995;32;;20.93;10.83
1995;32;;23.41;22.5
1995;32;;23.45;22.51
1995;32;;23.46;22.51
1995;32;;23.46;22.51
1995;32;;23.47;22.52
1995;32;;23.5;22.53
1995;32;;15.19;14.65
1995;32;;21.57;11.04
1995;32;;23.27;22.45
1995;32;1.5;23.22;22.46
1995;32;;23.19;22.45
1995;32;;14.75;14.91
1995;32;;15.06;14.66
1995;32;;15.09;14.65
1995;32;;15.13;14.64
1995;32;;15.16;14.64
1995;32;;15.16;14.65
1995;32;;9.5;12.16
1995;32;;13.29;13.15
1995;32;;13.1;13.42
1995;32;;12.97;13.84
1995;32;17.3;12.97;13.96
1995;32;;12.97;14.03
1995;32;2.3;18.56;10.9
1995;32;;18.55;10.89
1995;32;;18.49;10.89
1995;32;;18.48;10.89
1995;32;;18.44;10.89
1995;32;;18.4;10.89
1995;32;;18.21;10.92
1995;32;2.2;18.07;10.96
1995;32;;17.88;11.08
1995;32;6.2;15.22;14.64
1995;32;;25.36;21.38
1995;32;;15.49;14.57
1995;32;11;14.52;16.58
1995;32;;16.56;19.08
1995;32;;14.46;16.73
1995;32;;16.69;19.32
1995;32;;16.63;19.52
1995;32;2.6;16.47;19.55
1995;32;;16.42;19.53
1995;32;1.3;15.83;16.37
1995;32;;15.83;16.37
1995;32;;15.83;16.38
1995;32;;15.83;16.38
1995;32;;15.82;16.38
1995;32;;16.55;19.05
1995;32;;15.81;16.39
1995;32;;15.75;16.48
1995;32;;15.68;16.6
1995;32;;15.59;16.75
1995;32;1.4;15.58;16.76
1995;32;;15.6;16.73
1995;32;33.1;16.85;13.63
1995;32;;16.84;13.63
1995;32;;16.82;13.62
1995;32;;16.79;13.61
1995;32;;16.75;13.6
1995;32;;16.71;13.59
1995;32;;15.8;16.39
1995;32;;16.53;19.01
1995;32;;16.56;18.91
1995;32;;16.71;18.73
1995;32;;17.36;14.03
1995;32;;17.36;14.03
1995;32;23.7;17.36;14.03
1995;32;;14.69;16.4
1995;32;;14.72;16.35
1995;32;;14.76;16.32
1995;32;;14.77;16.31
1995;32;;14.79;16.3
1995;32;;14.79;16.3
1995;32;;14.79;16.3
1995;32;;14.79;16.3
1995;32;11.1;14.8;16.29
1995;32;;14.63;16.67
1995;32;2.8;14.73;16.66
1995;32;;14.84;16.63
1995;32;;14.92;16.61
1995;32;;14.94;16.61
1995;32;;14.96;16.6
1995;32;;14.98;16.6
1995;32;;15;16.59
1995;32;;15.02;16.59
1995;32;;15.07;16.58
1995;32;;15.31;16.51
1995;32;5.5;15.57;16.45
1995;32;4;16.86;18.6
1995;32;;16.67;13.57
1995;32;;17.36;14.03
1995;32;;16.62;13.55
1995;32;;16.28;13.43
1995;32;26.2;11.2;15.16
1995;32;;11.1;15.2
1995;32;22;10.13;12.28
1995;32;;10.57;12.38
1995;32;;11.27;12.56
1995;32;;11.9;12.68
1995;32;;12.15;12.73
1995;32;;12.35;12.79
1995;32;;12.62;12.86
1995;32;;13.09;13.02
1995;32;;13.48;13.15
1995;32;;11.38;15.1
1995;32;2.1;16.54;13.41
1995;32;;16.53;13.41
1995;32;;16.51;13.41
1995;32;;16.49;13.41
1995;32;;16.45;13.42
1995;32;;16.42;13.42
1995;32;;16.4;13.42
1995;32;;16.37;13.42
1995;32;;16.35;13.44
1995;32;;16.34;13.47
1995;32;;16.32;13.49
1995;32;;16.27;13.5
1995;32;;16.54;13.41
1995;32;;11.6;15
1995;32;;11.9;14.88
1995;32;;12.31;14.89
1995;32;;16.22;13.4
1995;32;32.2;16.16;13.38
1995;32;;16.05;13.27
1995;32;;26.51;18.14
1995;32;3;26.54;18.12
1995;32;;26.6;18.11
1995;32;;26.6;18.11
1995;32;;26.6;18.11
1995;32;;26.6;18.11
1995;32;;26.61;18.11
1995;32;;26.61;18.11
1995;32;;26.6;18.11
1995;32;;26.6;18.11
1995;32;;26.6;18.11
1995;32;;26.6;18.12
1995;32;;26.6;18.12
1995;32;2.8;26.6;18.12
1995;32;13.8;18;14.29
1995;32;;17.65;14.32
1995;32;;17.22;14.37
1995;32;;16.7;14.43
1995;32;;15.91;14.53
1995;32;;15.31;14.61
1995;32;;13.68;14.77
1995;32;;12.81;14.87
1995;32;;16.51;13.51
1995;32;;17.36;14.03
1995;32;;16.64;19.18
1995;32;;17.35;14.03
1995;32;23.2;19.7;14.19
1995;32;;19.7;14.19
1995;32;;19.7;14.19
1995;32;;19.69;14.19
1995;32;;19.68;14.19
1995;32;;19.64;14.18
1995;32;;19.51;14.15
1995;32;;19.31;14.1
1995;32;;19.11;14.06
1995;32;;18.85;14.04
1995;32;;18.63;14.12
1995;32;33.5;18.36;14.12
1995;32;;17.93;14.02
1995;32;;17.35;14.03
1995;32;41.3;15.46;14.47
1995;32;;15.5;14.59
1995;32;;15.49;14.57
1995;32;;15.5;14.6
1995;32;;16.84;14.11
1995;32;;15.44;14.43
1995;32;;15.37;14.27
1995;32;;15.25;14.03
1995;32;;15.15;13.9
1995;32;;15.12;13.93
1995;32;36.6;14.93;14.11
1995;32;;14.83;14.54
1995;32;;14.61;16.48
1995;32;;14.57;16.51
1995;32;;15.48;14.52
1995;32;;16.95;14.15
1995;32;;16.58;14.16
1995;32;;17.32;14.04
1995;32;;17.33;14.03
1995;32;;17.31;14.04
1995;32;;17.3;14.04
1995;32;;17.28;14.05
1995;32;27.2;17.23;14.06
1995;33;;14.23;16.78
1995;33;;14.91;13.96
1995;33;;14.8;14.02
1995;33;;14.72;14.1
1995;33;;14.6;14.13
1995;33;;14.5;14.13
1995;33;;10.16;14.32
1995;33;;10.16;14.32
1995;33;;10.16;14.33
1995;33;;10.14;14.33
1995;33;;10.1;14.35
1995;33;;10.07;14.35
1995;33;;18.03;10.92
1995;33;;17.99;10.93
1995;33;;17.88;10.96
1995;33;;17.82;10.99
1995;33;;17.73;11.05
1995;33;;10.03;14.37
1995;33;;10;14.42
1995;33;;16.4;14.47
1995;33;;16.39;14.47
1995;33;;16.37;14.48
1995;33;;15.04;13.94
1995;33;;15.09;13.95
1995;33;;15.13;13.97
1995;33;;16.35;14.48
1995;33;;18.3;10.88
1995;33;;15.67;12.72
1995;33;;15.67;12.72
1995;33;;15.66;12.72
1995;33;;13.5;13.09
1995;33;;13.5;13.09
1995;33;;14.2;16.8
1995;33;;13.49;13.1
1995;33;;13.49;13.11
1995;33;;13.42;13.1
1995;33;;13.21;13.1
1995;33;;13.09;13.1
1995;33;;15.11;13.96
1995;33;;15.66;12.72
1995;33;;12.91;13.28
1995;33;;12.79;13.62
1995;33;;12.74;13.82
1995;33;;12.71;14.03
1995;33;;18.07;10.91
1995;33;;10.85;12.47
1995;33;;11.16;12.54
1995;33;;11.4;12.6
1995;33;;11.61;12.63
1995;33;;12.02;12.73
1995;33;;14.13;16.89
1995;33;;13.99;17.01
1995;33;;12.98;13.06
1995;33;;16.05;14.52
1995;33;;12.95;14.89
1995;33;;13.76;14.79
1995;33;;15.36;16.37
1995;33;;7.96;15.97
1995;33;;7.97;15.96
1995;33;;8.02;15.92
1995;33;;9.76;15.57
1995;33;;13.05;14.91
1995;33;;14.78;14.53
1995;33;;15.48;14.37
1995;33;;15.99;14.27
1995;33;;16.25;14.21
1995;33;;16.43;14.18
1995;33;;15.06;16.31
1995;33;;16.56;14.15
1995;33;;15.43;16.37
1995;33;;15.64;16.39
1995;33;;15.76;16.38
1995;33;;16.08;16.38
1995;33;;16.22;16.4
1995;33;;16.33;16.41
1995;33;;16.41;16.4
1995;33;;16.45;16.4
1995;33;;16.47;16.4
1995;33;;16.52;16.4
1995;33;;16.55;16.4
1995;33;;16.75;14.11
1995;33;;15;14.64
1995;33;;18.35;10.88
1995;33;;18.35;10.88
1995;33;;13.41;14.83
1995;33;;18.31;10.88
1995;33;;12.77;14.92
1995;33;;12.12;14.99
1995;33;;15.66;12.71
1995;33;;11.51;15.05
1995;33;;11.14;15.25
1995;33;;11.1;15.3
1995;33;;9.94;14.48
1995;33;;9.8;14.6
1995;33;;9.43;14.86
1995;33;;18.35;10.88
1995;33;;8.77;15.47
1995;33;;14.4;14.4
1995;33;;14.38;14.71
1995;33;;13.87;17.08
1995;33;;13.74;17.17
1995;33;;9.73;12.21
1995;33;;9.47;12.16
1995;33;;9.12;12.09
1995;33;;8.97;12.07
1995;33;;13.6;17.27
1995;33;;18.34;10.88
1995;33;;18.34;10.88
1995;33;;14.43;14.18
1995;33;;10.53;12.4
1995;33;;13.5;13.1
1995;33;;9.91;12.26
1995;33;;15.67;12.72
1995;33;;15.67;12.72
1995;33;;16.74;14.19
1995;33;;16.69;14.2
1995;33;;16.61;14.23
1995;33;;16.46;14.28
1995;33;;10.32;12.35
1995;33;;15.68;16.37
1995;33;;15.69;16.37
1995;33;;15.69;16.36
1995;33;;15.69;16.36
1995;33;;15.69;16.37
1995;33;;14.96;14.71
1995;33;;14.9;14.73
1995;33;;14.87;14.73
1995;33;;14.85;14.75
1995;33;;14.78;14.76
1995;33;;14.7;14.77
1995;33;;14.69;14.77
1995;33;;15.67;12.72
1995;33;;14.62;14.81
1995;33;;15.67;12.72
1995;33;;15.67;12.72
1995;33;;14.31;16.69
1995;33;;14.34;16.67
1995;33;;14.35;16.65
1995;33;;15.04;14.67
1995;33;;15.01;14.68
1995;33;;14.15;16.85
1995;33;;17.18;14.09
1995;33;;17.17;14.09
1995;33;;17.16;14.09
1995;33;;17.14;14.09
1995;33;;17.12;14.09
1995;33;;16.99;14.12
1995;33;;16.9;14.14
1995;33;;16.85;14.16
1995;33;;16.85;14.16
1995;33;;16.86;14.16
1995;33;;16.85;14.16
1995;33;;15.55;12.68
1995;33;;15.63;12.7
1995;33;;15.67;12.72
1995;33;;14.38;15.01
1995;33;;18.84;14.24
1995;33;;13.91;15.45
1995;33;;19.17;14.09
1995;33;;19.24;14.1
1995;33;;19.34;14.14
1995;33;;19.42;14.15
1995;33;;19.09;14.08
1995;33;;19.07;14.08
1995;33;;19.05;14.1
1995;33;;19.03;14.12
1995;33;;14.15;16.85
1995;33;;18.97;14.25
1995;33;;14.01;15.34
1995;33;;19.13;14.08
1995;33;;18.36;14.16
1995;33;;18.56;14.19
1995;33;;19.12;14.08
1995;33;;13.87;15.55
1995;33;;15.65;16.42
1995;33;;15.59;16.49
1995;33;;15.57;16.51
1995;33;;15.56;16.51
1995;33;;15.42;16.74
1995;33;;15.43;16.7
1995;33;;15.52;16.54
1995;33;;15.51;16.56
1995;34;;19.29;14.17
1995;34;;19.29;14.17
1995;34;;16.27;13.6
1995;34;;16.27;13.59
1995;34;;7.22;11.77
1995;34;;6.46;11.59
1995;34;;16.26;13.6
1995;34;;16.18;13.63
1995;34;;16.25;13.61
1995;34;;23.94;21.75
1995;34;;23.93;21.75
1995;34;;22.81;22.69
1995;34;;22.8;22.7
1995;34;;22.8;22.7
1995;34;;15.03;12.59
1995;34;;14.98;12.6
1995;34;;22.8;22.7
1995;34;;22.8;22.7
1995;34;;22.8;22.7
1995;34;;22.8;22.71
1995;34;;23.1;21.85
1995;34;;23.36;21.81
1995;34;;23.68;21.77
1995;34;;23.89;21.75
1995;34;;23.94;21.75
1995;34;;16.27;13.59
1995;34;;19.28;14.17
1995;34;;16.28;13.6
1995;34;;15.1;12.6
1995;34;;7.18;16.32
1995;34;;19.22;14.19
1995;34;;19.22;14.19
1995;34;;19.2;14.19
1995;34;;19.26;14.18
1995;34;;19.27;14.18
1995;34;;15.1;12.6
1995;34;;15.1;12.6
1995;34;;15.1;12.6
1995;34;;12.37;14.91
1995;34;;12.26;14.95
1995;34;;19.19;14.2
1995;34;;11.86;15.03
1995;34;;11.73;15.08
1995;34;;11.53;15.13
1995;34;;7.08;16.36
1995;34;;15.08;12.6
1995;34;;19.17;14.2
1995;34;;19.17;14.2
1995;34;;11.15;15.18
1995;34;;10.95;15.22
1995;34;;10.72;15.48
1995;34;;15.1;12.6
1995;34;;15.1;12.6
1995;34;;7.87;16.52
1995;34;;22.81;22.7
1995;34;;7.57;16.45
1995;34;;7.46;16.36
1995;34;;7.44;16.35
1995;34;;7.36;16.32
1995;34;;7.31;16.29
1995;34;;15.06;12.59
1995;34;;12.13;14.97
1995;34;;15.76;13.6
1995;34;;18;10.9
1995;34;;13.88;15.44
1995;34;;15.45;13.15
1995;34;;9.5;14.49
1995;34;;9.48;14.5
1995;34;;9.44;14.51
1995;34;;9.43;14.52
1995;34;;9.4;14.53
1995;34;;21.75;11.07
1995;34;;21.25;10.92
1995;34;;21.15;10.84
1995;34;;21;10.71
1995;34;;20.83;10.57
1995;34;;20.56;10.47
1995;34;;20.22;10.22
1995;34;;20.43;10.34
1995;34;;15.47;13.14
1995;34;;14.36;16.6
1995;34;;12.44;12.86
1995;34;;12.33;12.85
1995;34;;26.11;18.06
1995;34;;8.07;16.46
1995;34;;9.09;14.67
1995;34;;9.25;14.56
1995;34;;13.95;15.24
1995;34;;9.22;14.61
1995;34;;9.31;14.56
1995;34;;15.07;16.3
1995;34;;15.06;16.28
1995;34;;14.92;16.32
1995;34;;14.48;16.5
1995;34;;14.28;16.66
1995;34;;9.23;14.62
1995;34;;12.51;12.88
1995;34;;14.01;15.09
1995;34;;14.07;15.02
1995;34;;26.12;18.07
1995;34;;26.13;18.07
1995;34;;26.12;18.06
1995;34;;26.06;18.05
1995;34;;26.01;18.03
1995;34;;25.9;17.99
1995;34;;25.88;17.99
1995;34;;25.9;17.99
1995;34;;15.42;13.18
1995;34;;18.29;10.89
1995;34;;18.13;10.89
1995;34;;18.1;10.89
1995;34;34.4;15.41;13.18
1995;34;;17.83;10.91
1995;34;;17.74;10.91
1995;34;;17.49;10.92
1995;34;;16.01;13.65
1995;34;;14.16;14.99
1995;34;;20.81;22.36
1995;34;;20.8;22.37
1995;34;;20.8;22.37
1995;34;;20.79;22.36
1995;34;;20.77;22.35
1995;34;;14.01;15.05
1995;34;;20.74;22.34
1995;34;;20.66;22.35
1995;34;;15.41;13.16
1995;34;;15.39;13.12
1995;34;;15.38;13.14
1995;34;;15.41;13.18
1995;34;;17.47;10.93
1995;34;;20.68;22.36
1995;34;;12.54;12.91
1995;34;;26.09;18.06
1995;34;;12.2;13.17
1995;34;;10.43;15.46
1995;34;;9.35;15.64
1995;34;;8.43;15.78
1995;34;;6.97;15.81
1995;34;;6.81;15.82
1995;34;;6.71;15.82
1995;34;;14.48;18.87
1995;34;;14.46;18.89
1995;34;;14.43;18.91
1995;34;;7.62;11.9
1995;34;;7.98;11.99
1995;34;;8.81;12.18
1995;34;;9.62;12.37
1995;34;;12.46;12.99
1995;34;;12.25;13.03
1995;34;;12.7;14.93
1995;34;;13.53;13.14
1995;34;;17.49;13.97
1995;34;;14.49;18.86
1995;34;;16.16;16.47
1995;34;;16.01;16.49
1995;34;;15.81;16.5
1995;34;;15.65;16.49
1995;34;;15.21;16.4
1995;34;;15.13;16.37
1995;34;;15.11;16.36
1995;34;;15.08;16.36
1995;34;;13.87;16.97
1995;34;;13.93;16.96
1995;34;;13.94;16.97
1995;34;;13.94;16.96
1995;34;;13.99;16.93
1995;34;;14.2;16.92
1995;34;;14.26;16.92
1995;34;;14.48;18.87
1995;34;;16.3;14.32
1995;34;;10.92;12.67
1995;34;;16.31;14.31
1995;34;;16.12;14.35
1995;34;;16.31;14.31
1995;34;;16.26;14.32
1995;34;;16.31;14.31
1995;34;;16.32;14.31
1995;34;;16.3;14.31
1995;34;;16.31;14.31
1995;34;;12.01;13.3
1995;34;;11.82;13.46
1995;34;;16.32;14.31
1995;35;;14.4;16.56
1995;35;;13.55;14.52
1995;35;;13.55;14.52
1995;35;;13.55;14.51
1995;35;;13.55;14.52
1995;35;;14.4;16.57
1995;35;;14.4;16.54
1995;35;;14.42;16.41
1995;35;;18.99;14.88
1995;35;;18.95;15.19
1995;35;;14.42;16.44
1995;35;;13.54;14.53
1995;35;;14.41;16.4
1995;35;;14.42;16.39
1995;35;;16.08;14.38
1995;35;;16.15;14.36
1995;35;;16.16;14.36
1995;35;;13.53;14.58
1995;35;;16.16;14.36
1995;35;;13.45;14.72
1995;35;;14.68;12.55
1995;35;;14.68;12.56
1995;35;;14.68;12.55
1995;35;;8.69;15.01
1995;35;;8.74;14.99
1995;35;;14.68;12.56
1995;35;;14.67;12.56
1995;35;;14.67;12.56
1995;35;;13.49;14.67
1995;35;;14.68;12.57
1995;35;;14.68;12.58
1995;35;;16.16;14.36
1995;35;;16.16;14.36
1995;35;;16.16;14.36
1995;35;;16.16;14.36
1995;35;;16.16;14.36
1995;35;;16.16;14.36
1995;35;;13.38;14.78
1995;35;;14.68;12.58
1995;35;;14.4;16.51
1995;35;;16.13;14.37
1995;35;;19.1;14.33
1995;35;;11.18;15.09
1995;35;;11.24;15.08
1995;35;;11.31;15.08
1995;35;;11.34;15.07
1995;35;;11.36;15.06
1995;35;;11.4;15.06
1995;35;;11.12;15.1
1995;35;;15.97;14.22
1995;35;;19.08;14.55
1995;35;;16.02;14.22
1995;35;;16.06;14.21
1995;35;;16.06;14.25
1995;35;;8.75;14.72
1995;35;;8.84;14.68
1995;35;;15.99;14.22
1995;35;;13.6;15.27
1995;35;;11.09;15.1
1995;35;;13.61;13.31
1995;35;;11.53;13.09
1995;35;;8.75;14.89
1995;35;;14.42;16.16
1995;35;;12.4;15
1995;35;;13.89;14.7
1995;35;;15.49;14.31
1995;35;;10.88;15.11
1995;35;;15.81;14.25
1995;35;;11.78;12.87
1995;35;;11.83;12.84
1995;35;;11.82;12.84
1995;35;;11.81;12.83
1995;35;;11.8;12.83
1995;35;;10.8;15.28
1995;35;;11.72;12.92
1995;35;;8.92;14.66
1995;35;;13.61;15.23
1995;35;;13.69;15.15
1995;35;;18.1;10.91
1995;35;;18.2;10.91
1995;35;;18.47;10.9
1995;35;;15.01;16.39
1995;35;;15.37;16.5
1995;35;;15.51;16.52
1995;35;;17.91;10.9
1995;35;;15.56;16.53
1995;35;;15.65;16.54
1995;35;;15.76;16.55
1995;35;;19.1;14.24
1995;35;;19.1;14.28
1995;35;;19.01;14.8
1995;35;;19.04;14.74
1995;35;;19.09;14.22
1995;35;;13.59;15.18
1995;35;;11.62;13
1995;35;;13.6;15.16
1995;35;;13.58;15.16
1995;35;;17.67;10.89
1995;35;;17.19;10.89
1995;35;;14.61;16.23
1995;35;;8.95;14.67
1995;35;;8.31;12.35
1995;35;;9.65;12.53
1995;35;;13.59;15.17
1995;35;;13.67;15.15
1995;35;;12.06;12.95
1995;35;;12.86;13.09
1995;35;;13.37;13.24
1995;35;;13.54;13.29
1995;35;;13.59;13.3
1995;35;;13.58;15.17
1995;36;;18.07;14.97
1995;36;13.1;18.36;14.54
1995;36;;14.92;16.34
1995;36;;14.92;16.34
1995;36;;12.95;18.53
1995;36;;12.93;18.55
1995;36;;14.94;16.35
1995;36;;15.04;16.39
1995;36;;13.01;18.52
1995;36;7.1;13.16;17.03
1995;36;;13.04;17
